title	firstname	middlename	lastname	name_suffix	nickname	bioguide_id	party	state	district	in_office	gender	phone	fax	website	webform	congress_office	votesmart_id	fec_id	govtrack_id	crp_id	twitter_id	congresspedia_url	youtube_url	facebook_id	official_rss	senate_class	birthdate	oc_email
Rep	Darren		Soto			S001200	D	FL	9	1	M	202-225-9889		https://soto.house.gov		1429 Longworth House Office Building	67618	H6FL09179	412695	N00037422	RepDarrenSoto		http://youtube.com/repdarrensoto	CongressmanDarrenSoto			1978-02-25	Rep.Soto@opencongress.org
Rep	Will		Hurd			H001073	R	TX	23	1	M	202-225-4511		https://hurd.house.gov		317 Cannon House Office Building	116911	H0TX23086	412654	N00031417	hurdonthehill			HurdOnTheHill			1977-08-19	Rep.Hurd@opencongress.org
Rep	Markwayne		Mullin			M001190	R	OK	2	1	M	202-225-2701	202-225-3038	https://mullin.house.gov		1113 Longworth House Office Building	135898	H2OK02083	412568	N00033410	RepMullin			RepMullin			1977-07-26	Rep.Mullin@opencongress.org
Sen	Tom		Cotton			C001095	R	AR	Junior Seat	1	M	202-224-2353		https://www.cotton.senate.gov	http://www.cotton.senate.gov/?p=contact	124 Russell Senate Office Building	135651	H2AR04083	412508	N00033363	SenTomCotton		http://youtube.com/RepTomCotton	SenatorTomCotton		II	1977-05-13	Sen.Cotton@opencongress.org
Rep	David	G.	Valadao			V000129	R	CA	21	1	M	202-225-4695	202-226-3196	http://valadao.house.gov		1728 Longworth House Office Building	120200	H2CA20094	412515	N00033367	RepDavidValadao		http://youtube.com/congressmanvaladao	CongressmanDavidValadao			1977-04-14	Rep.Valadao@opencongress.org
Rep	Brendan		Boyle			B001296	D	PA	13	1	M	202-225-6111	202-226-0611	https://boyle.house.gov		1133 Longworth House Office Building	47357	H4PA13199	412652	N00035307	CongBoyle			CongressmanBoyle			1977-02-06	Rep.Boyle@opencongress.org
Rep	Duncan	D.	Hunter			H001048	R	CA	50	1	M	202-225-5672	202-225-0235	https://hunter.house.gov		2429 Rayburn House Office Building	104308	H8CA52052	412283	N00029258	Rep_Hunter	http://www.opencongress.org/wiki/Duncan_Hunter	http://youtube.com/CongressmanHunter	DuncanHunter			1976-12-07	Rep.Hunter@opencongress.org
Rep	Ben		Quayle			Q000024	R	AZ	3	0	M	202-225-3361	202-225-3462	http://quayle.house.gov/		1419 Longworth House Office Building	123506	H0AZ03362	412398	N00031723		http://www.opencongress.org/wiki/Ben_Quayle					1976-11-03	
Rep	Nanette		Barragán			B001300	D	CA	44	1	F	202-225-8220		https://barragan.house.gov		1320 Longworth House Office Building	166270	H6CA44103	412687	N00037019	RepBarragan			CongresswomanBarragan			1976-09-15	Rep.Barragan@opencongress.org
Rep	Ro		Khanna			K000389	D	CA	17	1	M	202-225-2631		https://khanna.house.gov		513 Cannon House Office Building	29473	H4CA12055	412684	N00026427	RepRoKhanna			RepRoKhanna			1976-09-13	Rep.Khanna@opencongress.org
Rep	Ryan		Costello			C001106	R	PA	6	1	M	202-225-4315	202-225-8440	https://costello.house.gov		326 Cannon House Office Building	133557	H0PA06076	412651	N00031064	RepRyanCostello			CongressmanRyanCostello			1976-09-07	Rep.Costello@opencongress.org
Rep	Marlin	A.	Stutzman			S001188	R	IN	3	0	M	202-225-4436	202-226-9870	http://stutzman.house.gov	http://stutzman.house.gov/contacts/new	2418 Rayburn House Office Building	34230	H0IN03198	412392	N00030891		http://www.opencongress.org/wiki/Marlin_Stutzman					1976-08-31	
Com	Jenniffer		González-Colón			G000582	R	PR	0	1	F	202-225-2615		https://gonzalez-colon.house.gov		1529 Longworth House Office Building		H6PR00082	412723	N00037615	repjenniffer			RepJennifferGonzalezColon			1976-08-05	Rep.Gonzalez-colon@opencongress.org
Rep	Martha		Roby			R000591	R	AL	2	1	F	202-225-2901	202-225-8913	http://roby.house.gov		442 Cannon House Office Building	71604	H0AL02087	412394	N00030768	RepMarthaRoby	http://www.opencongress.org/wiki/Martha_Roby	http://youtube.com/reproby	Representative.Martha.Roby			1976-07-27	Rep.Roby@opencongress.org
Rep	Kyrsten		Sinema			S001191	D	AZ	9	1	F	202-225-9888	202-225-9731	https://sinema.house.gov		1725 Longworth House Office Building	28338	H2AZ09019	412509	N00033983	RepSinema		http://youtube.com/repsinema	CongresswomanSinema			1976-07-12	Rep.Sinema@opencongress.org
Rep	Kevin		Yoder			Y000063	R	KS	3	1	M	202-225-2865	202-225-2807	http://yoder.house.gov		2433 Rayburn House Office Building	34433	H0KS03137	412430	N00031502	RepKevinYoder	http://www.opencongress.org/wiki/Kevin_Yoder	http://youtube.com/RepYoder	CongressmanKevinYoder			1976-01-08	Rep.Yoder@opencongress.org
Rep	Mia		Love			L000584	R	UT	4	1	F	202-225-3011	202-225-5638	https://love.house.gov		217 Cannon House Office Building	135957	H2UT04023	412656	N00033842	repmialove			repmialove			1975-12-06	Rep.Love@opencongress.org
Rep	Patrick	T.	McHenry			M001156	R	NC	10	1	M	202-225-2576	202-225-0316	http://mchenry.house.gov		2334 Rayburn House Office Building	21031	H4NC10047	400644	N00026627	PatrickMcHenry	http://www.opencongress.org/wiki/Patrick_McHenry	http://youtube.com/CongressmanMcHenry	CongressmanMcHenry			1975-10-22	Rep.Mchenry@opencongress.org
Rep	Grace		Meng			M001188	D	NY	6	1	F	202-225-2601	202-225-1589	http://meng.house.gov		1317 Longworth House Office Building	69157	H2NY06116	412560	N00034547	RepGraceMeng			repgracemeng			1975-10-01	Rep.Meng@opencongress.org
Rep	Jim		Bridenstine			B001283	R	OK	1	1	M	202-225-2211	918-935-2716	http://bridenstine.house.gov		216 Cannon House Office Building	135894	H2OK01143	412567	N00033532	RepJBridenstine		http://youtube.com/RepJimBridenstine	CongressmanJimBridenstine			1975-06-15	Rep.Bridenstine@opencongress.org
Rep	Jared		Polis			P000598	D	CO	2	1	M	202-225-2161	202-226-7840	http://polis.house.gov		1727 Longworth House Office Building	106220	H8CO02137	412308	N00029127	RepJaredPolis	http://www.opencongress.org/wiki/Jared_Polis	http://youtube.com/JaredPolis31275	jaredpolis			1975-05-12	Rep.Polis@opencongress.org
Rep	Josh		Gottheimer			G000583	D	NJ	5	1	M	202-225-4465		https://gottheimer.house.gov		213 Cannon House Office Building	169202	H6NJ05171	412714	N00036944	RepJoshG			RepJoshG			1975-03-08	Rep.Gottheimer@opencongress.org
Rep	André		Carson			C001072	D	IN	7	1	M	202-225-4011	202-225-5633	http://carson.house.gov		2135 Rayburn House Office Building	84917	H8IN07184	412258	N00029513	RepAndreCarson	http://www.opencongress.org/wiki/Andre_Carson	http://youtube.com/repandrecarson	CongressmanAndreCarson			1974-10-16	Rep.Carson@opencongress.org
Rep	Thomas	S. P.	Perriello			P000600	D	VA	5	0	M			http://perriello.house.gov			109344	H8VA05106	412304	N00029339		http://www.opencongress.org/wiki/Tom_Perriello					1974-10-09	
Rep	Joaquin		Castro			C001091	D	TX	20	1	M	202-225-3236	202-225-1915	https://castro.house.gov		1221 Longworth House Office Building	49227	H2TX35011	412576	N00033316	JoaquinCastrotx		http://youtube.com/JoaquinCastroTX	326420614138023			1974-09-16	Rep.Castro@opencongress.org
Rep	Glenn	C.	Nye			N000183	D	VA	2	0	M			http://nye.house.gov			109342	H8VA02046	412301	N00029784		http://www.opencongress.org/wiki/Glenn_Nye					1974-09-09	
Sen	Cory		Gardner			G000562	R	CO	Junior Seat	1	M	202-224-5941	202-225-5870	https://www.gardner.senate.gov	https://www.gardner.senate.gov/contact-cory/email-cory	354 Russell Senate Office Building	30004	H0CO04122	412406	N00030780	SenCoryGardner	http://www.opencongress.org/wiki/Cory_Gardner		SenCoryGardner		II	1974-08-22	Sen.Gardner@opencongress.org
Rep	Adam	H.	Putnam			P000586	R	FL	12	0	M			http://adamputnam.house.gov			12913	H0FL12051	400328	N00009618		http://www.opencongress.org/wiki/Adam_Putnam					1974-07-31	
Sen	Carte	P.	Goodwin			G000561	D	WV	Junior Seat	0	M						126202		412389	N00032762		http://www.opencongress.org/wiki/Carte_Goodwin				I	1974-02-27	
Rep	Derek		Kilmer			K000381	D	WA	6	1	M	202-225-5916		https://kilmer.house.gov		1520 Longworth House Office Building	51516	H2WA06129	412583	N00034453	RepDerekKilmer			derek.kilmer			1974-01-01	Rep.Kilmer@opencongress.org
Rep	Brian		Fitzpatrick			F000466	R	PA	8	1	M	202-225-4276		https://brianfitzpatrick.house.gov		514 Cannon House Office Building	167708	H6PA08277	412721	N00038779	repbrianfitz			repbrianfitzpatrick			1973-12-17	Rep.Brianfitzpatrick@opencongress.org
Rep	Jon		Runyan			R000594	R	NJ	3	0	M	202-225-4765	202-225-0778	http://runyan.house.gov	https://runyan.house.gov/contact-me/email-me	1239 Longworth House Office Building	121117	H0NJ03153	412449	N00031988		http://www.opencongress.org/wiki/Jon_Runyan					1973-11-27	
Rep	Patrick	J.	Murphy			M001168	D	PA	8	0	M			http://patrickmurphy.house.gov			60031	H6PA08194	412233	N00027594		http://www.opencongress.org/wiki/Patrick_Murphy					1973-10-19	
Rep	Devin	G.	Nunes			N000181	R	CA	22	1	M	202-225-2523	202-225-3404	http://nunes.house.gov		1013 Longworth House Office Building	16725	H8CA20059	400297	N00007248	Rep_DevinNunes	http://www.opencongress.org/wiki/Devin_Nunes	http://youtube.com/RepDevinNunes				1973-10-01	Rep.Nunes@opencongress.org
Rep	Cedric	L.	Richmond			R000588	D	LA	2	1	M	202-225-6636	202-225-1988	https://richmond.house.gov		420 Cannon House Office Building	35384	H8LA02054	412432	N00030184	RepRichmond	http://www.opencongress.org/wiki/Cedric_Richmond	http://youtube.com/RepCedricRichmond	RepRichmond			1973-09-13	Rep.Richmond@opencongress.org
Sen	Christopher	S.	Murphy			M001169	D	CT	Junior Seat	1	M	202-224-4041	202-225-5933	https://www.murphy.senate.gov	http://www.murphy.senate.gov/contact	136 Hart Senate Office Building	17189	H6CT05124	412194	N00027566	senmurphyoffice	http://www.opencongress.org/wiki/Christopher_Murphy	http://youtube.com/senchrismurphy	chrismurphyct		I	1973-08-03	Sen.Murphy@opencongress.org
Rep	Dan		Boren			B001254	D	OK	2	0	M	202-225-2701	202-225-3038	http://www.house.gov/boren	http://www.house.gov/boren/emailsignup.shtml	2447 Rayburn House Office Building	46182	H4OK02089	400645	N00026481		http://www.opencongress.org/wiki/David_Daniel_Boren					1973-08-02	
Rep	Garland		Barr		Andy	B001282	R	KY	6	1	M	202-225-4706		https://barr.house.gov		1427 Longworth House Office Building	117290	H0KY06104	412541	N00031233	RepAndyBarr		http://youtube.com/RepAndyBarr	RepAndyBarr			1973-07-24	Rep.Barr@opencongress.org
Rep	Raja		Krishnamoorthi			K000391	D	IL	8	1	M	202-225-3711		https://krishnamoorthi.house.gov		515 Cannon House Office Building	117519	H6IL08147	412701	N00033240	congressmanraja			congressmanraja			1973-07-19	Rep.Krishnamoorthi@opencongress.org
Rep	Tim	J.	Ryan			R000577	D	OH	13	1	M	202-225-5261	202-225-3719	http://timryan.house.gov		1126 Longworth House Office Building	45638	H2OH17109	400352	N00025280	RepTimRyan	http://www.opencongress.org/wiki/Timothy_Ryan	http://youtube.com/timryanvision	timryan			1973-07-16	Rep.Timryan@opencongress.org
Rep	Stephen	Lee	Fincher			F000458	R	TN	8	0	M	202-225-4714	202-225-1765	http://fincher.house.gov	https://fincher.house.gov/contact/email-me#.U06uR_ldWVo	2452 Rayburn House Office Building	124659	H0TN08246	412479	N00031141		http://www.opencongress.org/wiki/Stephen_Fincher					1973-02-07	
Sen	Brian	Emanuel	Schatz			S001194	D	HI	Senior Seat	1	M	202-224-3934	202-228-1153	https://www.schatz.senate.gov	https://www.schatz.senate.gov/contact	722 Hart Senate Office Building	17852	S4HI00136	412507	N00028138	SenBrianSchatz		http://youtube.com/senbrianschatz	SenBrianSchatz		III	1972-10-20	Sen.Schatz@opencongress.org
Rep	Beto		O'Rourke			O000170	D	TX	16	1	M	202-225-4831		http://orourke.house.gov		1330 Longworth House Office Building	78533	H2TX16185	412575	N00033540	RepBetoORourke		http://youtube.com/betoorourketx16	betoorourketx16			1972-09-26	Rep.Orourke@opencongress.org
Rep	Raul		Ruiz			R000599	D	CA	36	1	M	202-225-5330	202-225-1238	https://ruiz.house.gov		1319 Longworth House Office Building	136407	H2CA36439	412519	N00033510	CongressmanRuiz		http://youtube.com/repraulruiz	CongressmanRaulRuizMD			1972-08-25	Rep.Ruiz@opencongress.org
Sen	Todd	C.	Young			Y000064	R	IN	Junior Seat	1	M	202-224-5623	202-226-6866	https://www.young.senate.gov	https://www.young.senate.gov/content/contact-senator	400 Russell Senate Office Building	120345	H0IN09070	412428	N00030670	SenToddYoung	http://www.opencongress.org/wiki/Todd_Young	http://youtube.com/RepToddYoung	SenatorToddYoung		III	1972-08-24	Sen.Young@opencongress.org
Rep	James		Comer			C001108	R	KY	1	1	M	202-225-3115		https://comer.house.gov		1513 Longworth House Office Building	35169	H6KY01110	412676	N00038260				congressmancomer			1972-08-19	Rep.Comer@opencongress.org
Rep	Ben	Ray	Luján			L000570	D	NM	3	1	M	202-225-6190	202-226-1528	https://lujan.house.gov		2231 Rayburn House Office Building	102842	H8NM03196	412293	N00029562	RepBenRayLujan	http://www.opencongress.org/wiki/Ben_Lujan	http://youtube.com/Repbenraylujan	RepBenRayLujan			1972-06-07	Rep.Lujan@opencongress.org
Rep	Thomas		Garrett			G000580	R	VA	5	1	M	202-225-4711		https://tomgarrett.house.gov		415 Cannon House Office Building	134493	H6VA05142	412729	N00038847	Rep_Tom_Garrett			congressman-Tom-Garrett-1835767753333490			1972-03-27	Rep.Tomgarrett@opencongress.org
Rep	Jodey		Arrington			A000375	R	TX	19	1	M	202-225-4005		https://arrington.house.gov		1029 Longworth House Office Building	155685	H6TX19099	412726	N00038285	RepArrington			JodeyArrington			1972-03-09	Rep.Arrington@opencongress.org
Sen	Benjamin	Eric	Sasse			S001197	R	NE	Junior Seat	1	M	202-224-4224		https://www.sasse.senate.gov/public	http://www.sasse.senate.gov/public/index.cfm/email-ben	136 Russell Senate Office Building	150182	S4NE00090	412671	N00035544	SenSasse			SenatorSasse		II	1972-02-22	Sen.Sasse@opencongress.org
Rep	David		Rouzer			R000603	R	NC	7	1	M	202-225-2731	202-225-5773	https://rouzer.house.gov		424 Cannon House Office Building	102964	H2NC07096	412641	N00033527	RepDavidRouzer			RepRouzer			1972-02-16	Rep.Rouzer@opencongress.org
Rep	Garret		Graves			G000577	R	LA	6	1	M	202-225-3901	202-225-7313	https://garretgraves.house.gov		430 Cannon House Office Building	155424	H4LA06153	412631	N00036135	RepGarretGraves			CongressmanGarretGraves			1972-01-31	Rep.Garretgraves@opencongress.org
Rep	Mike		Johnson			J000299	R	LA	4	1	M	202-225-2777		https://mikejohnson.house.gov		327 Cannon House Office Building	156097	H6LA04138	412706	N00039106	RepMikeJohnson			RepMikeJohnson			1972-01-30	Rep.Mikejohnson@opencongress.org
Rep	Heath		Shuler			S001171	D	NC	11	0	M	202-225-6401	202-226-6422	http://shuler.house.gov	http://shuler.house.gov/zipauth.htm	229 Cannon House Office Building	57781	H6NC11172	412225	N00027655		http://www.opencongress.org/wiki/Heath_Shuler					1971-12-31	
Rep	Kristi	L.	Noem			N000184	R	SD	0	1	F	202-225-2801	202-225-5823	https://noem.house.gov		2457 Rayburn House Office Building	58189	H0SD00054	412475	N00032022	RepKristiNoem	http://www.opencongress.org/wiki/Kristi_Noem	http://youtube.com/RepKristiNoem				1971-11-30	Rep.Noem@opencongress.org
Rep	Tom	W.	Reed	II		R000585	R	NY	23	1	M	202-225-3161	202-226-6599	https://reed.house.gov		2437 Rayburn House Office Building	127046	H0NY29054	412393	N00030949	RepTomReed	http://www.opencongress.org/wiki/Tom_Reed	http://youtube.com/CongressmanTomReed	RepTomReed			1971-11-18	Rep.Reed@opencongress.org
Rep	Richard		Hudson			H001067	R	NC	8	1	M	202-225-3715	704-782-1004	https://hudson.house.gov		429 Cannon House Office Building	136448	H2NC08185	412550	N00033630	RepRichHudson		http://youtube.com/RepRichHudson	RepRichHudson			1971-11-04	Rep.Hudson@opencongress.org
Rep	Ted		Budd			B001305	R	NC	13	1	M	202-225-4531		https://budd.house.gov		118 Cannon House Office Building	171489	H6NC13129	412712	N00039551	RepTedBudd			RepTedBudd			1971-10-21	Rep.Budd@opencongress.org
Sen	Martin		Heinrich			H001046	D	NM	Junior Seat	1	M	202-224-5521	202-225-4975	https://www.heinrich.senate.gov	http://www.heinrich.senate.gov/contact	303 Hart Senate Office Building	74517	H8NM01224	412281	N00029835	MartinHeinrich	http://www.opencongress.org/wiki/Martin_Heinrich	http://youtube.com/SenMartinHeinrich	MartinHeinrich		I	1971-10-17	Sen.Heinrich@opencongress.org
Rep	Sean	P.	Duffy			D000614	R	WI	7	1	M	202-225-3365	202-225-3240	https://duffy.house.gov		2330 Rayburn House Office Building	126238	H0WI07051	412488	N00030967	RepSeanDuffy	http://www.opencongress.org/wiki/Sean_Duffy	http://youtube.com/RepSeanDuffy	RepSeanDuffy			1971-10-03	Rep.Duffy@opencongress.org
Rep	Bobby		Jindal			J000287	R	LA	1	0	M			http://www.house.gov/jindal			35481	H4LA00016	400634	N00026786		http://www.opencongress.org/wiki/Piyush_Jindal					1971-06-10	
Rep	Alex		Mooney			M001195	R	WV	2	1	M	202-225-2711	202-225-7856	https://mooney.house.gov		1232 Longworth House Office Building		H4WV02080	412662	N00033814	RepAlexMooney			CongressmanAlexMooney			1971-06-05	Rep.Mooney@opencongress.org
Sen	Mike		Lee			L000577	R	UT	Junior Seat	1	M	202-224-5444		https://www.lee.senate.gov/public	https://www.lee.senate.gov/public/index.cfm/contact	361a Russell Senate Office Building	66395	S0UT00165	412495	N00031696	SenMikeLee	http://www.opencongress.org/wiki/Mike_Lee	http://youtube.com/senatormikelee	senatormikelee		III	1971-06-04	Sen.Lee@opencongress.org
Sen	Marco		Rubio			R000595	R	FL	Junior Seat	1	M	202-224-3041	202-228-0285	https://www.rubio.senate.gov	http://www.rubio.senate.gov/public/index.cfm/contact	284 Russell Senate Office Building	1601	S0FL00338	412491	N00030612	SenRubioPress	http://www.opencongress.org/wiki/Marco_Rubio	http://youtube.com/SenatorMarcoRubio	SenatorMarcoRubio		III	1971-05-28	Sen.Rubio@opencongress.org
Rep	Thomas		Massie			M001184	R	KY	4	1	M	202-225-3465	202-225-0003	https://massie.house.gov		2453 Rayburn House Office Building	132068	H2KY04121	412503	N00034041	RepThomasMassie		http://youtube.com/repthomasmassie	RepThomasMassie			1971-01-13	Rep.Massie@opencongress.org
Rep	Marc	A.	Veasey			V000131	D	TX	33	1	M	202-225-9897	202-225-9702	http://veasey.house.gov		1519 Longworth House Office Building	49671	H2TX33073	412579	N00033839	RepVeasey		http://youtube.com/marcveasey	CongressmanMarcVeasey			1971-01-03	Rep.Veasey@opencongress.org
Rep	Jeff	M.	Landry			L000574	R	LA	3	0	M	202-225-4031	202- 226-3944	http://landry.house.gov/		206 Cannon House Office Building	93509	H0LA03141	412433	N00031503		http://www.opencongress.org/wiki/Jeff_Landry					1970-12-23	
Sen	Ted		Cruz			C001098	R	TX	Junior Seat	1	M	202-224-5922	202-228-3398	https://www.cruz.senate.gov	http://www.cruz.senate.gov/?p=email_senator	404 Russell Senate Office Building	135705	S2TX00312	412573	N00033085	SenTedCruz		http://youtube.com/sentedcruz	SenatorTedCruz		I	1970-12-22	Sen.Cruz@opencongress.org
Rep	Adrian		Smith			S001172	R	NE	3	1	M	202-225-6435	202-225-0207	http://adriansmith.house.gov		320 Cannon House Office Building	21284	H6NE03115	412217	N00027623	RepAdrianSmith	http://www.opencongress.org/wiki/Adrian_Smith	http://youtube.com/RepAdrianSmith				1970-12-19	Rep.Adriansmith@opencongress.org
Rep	Stephanie		Herseth Sandlin			H001037	D	SD	0	0	F			http://www.house.gov/herseth			48367	H2SD00092	400443	N00024773		http://www.opencongress.org/wiki/Stephanie_Herseth_Sandlin					1970-12-03	
Rep	Thomas	J.	Rooney			R000583	R	FL	17	1	M	202-225-5792	202-225-3132	https://rooney.house.gov		2160 Rayburn House Office Building	107800	H8FL16022	412311	N00029018	TomRooney	http://www.opencongress.org/wiki/Tom_Rooney	http://youtube.com/CongressmanRooney	reptomrooney			1970-11-21	Rep.Rooney@opencongress.org
Rep	Frank		Guinta			G000570	R	NH	1	0	M	202-225-5456	202-225-5822	https://guinta.house.gov		326 Cannon House Office Building	42946	H0NH01217	412447	N00030801		http://www.opencongress.org/wiki/Frank_Guinta					1970-09-26	
Rep	Charles		Djou			D000611	R	HI	1	0	M			http://djou.house.gov/			17827	H0HI01157	412387	N00029460		http://www.opencongress.org/wiki/Charles_Djou					1970-08-09	
Rep	Hakeem	S.	Jeffries			J000294	D	NY	8	1	M	202-225-5936		http://jeffries.house.gov		1607 Longworth House Office Building	55285	H2NY10092	412561	N00033640	RepJeffries			RepHakeemJeffries			1970-08-04	Rep.Jeffries@opencongress.org
Sen	Joni		Ernst			E000295	R	IA	Junior Seat	1	F	202-224-3254		http://www.ernst.senate.gov/public	https://www.ernst.senate.gov/public/index.cfm/contact	111 Russell Senate Office Building	128583	S4IA00129	412667	N00035483	SenJoniErnst			senjoniernst		II	1970-07-01	Sen.Ernst@opencongress.org
Rep	Michael		Ferguson		Mike	F000443	R	NJ	7	0	M			http://www.house.gov/ferguson			22521	H8NJ06118	400132	N00000766		http://www.opencongress.org/wiki/Michael_Ferguson					1970-06-22	
